Name;Full_Address;Phone;rede_social;whatapps;opening_hours;serves_dine_in;has_takeout;has_delivery;has_in_store_pickup;digital_payment_options;has_all_you_can_eat_always;has_bar_onsite;has_braille_menu;has_childrens_menu;has_drive_through;requires_reservation;serves_alcohol;serves_cocktails;serves_halal_food;serves_happy_hour_drinks;serves_happy_hour_food;serves_late_night_food;serves_liquor;serves_organic;serves_vegetarian;serves_wine;welcomes_children;has_restroom;has_high_chairs;is_wheelchair_accessible
Manjericão Casa de Pizza;R. Flávio Bortoluzi de Souza, 314 - Alto, Teresópolis - RJ, 25959-136;02126424242;N/A;N/A;"quarta-feira
	
Fechado
	


quinta-feira
	
18:00–22:30
	


sexta-feira
	
18:00–23:00
	


sábado
	
12:00–23:00
	


domingo
	
12:00–22:30
	


segunda-feira
	
18:00–22:15
	


terça-feira
	
Fechado
	
Sugerir novos horários";Yes;Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No
